grade_distributions.A-,code,grade_distributions.NC,grade_distributions.A+,grade_distributions.B,grade_distributions.C+,grade_distributions.D-,grade_distributions.A,grade_distributions.F,grade_distributions.D,grade_distributions.C-,grade_distributions.CR,grade_distributions.B+,grade_distributions.C,grade_distributions.D+,grade_distributions.B-
,PUBLPOL 124,,,,,,,,,,,,,,
10,PUBLPOL 125,0,0,1,0,0,8,0,0,0,1,3,0,0,0
,PUBLPOL 128,,,,,,,,,,,,,,
,PUBLPOL 132,,,,,,,,,,,,,,
0,PUBLPOL 133,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,PUBLPOL 134,,,,,,,,,,,,,,
4,PUBLPOL 135,0,1,1,0,0,1,0,0,0,0,0,0,0,0
,PUBLPOL 137,,,,,,,,,,,,,,
,PUBLPOL 143,,,,,,,,,,,,,,
,PUBLPOL 144,,,,,,,,,,,,,,
,PUBLPOL 146,,,,,,,,,,,,,,
0,PUBLPOL 154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PUBLPOL 155,,,,,,,,,,,,,,
13,PUBLPOL 156,0,7,0,0,0,19,0,0,0,0,1,0,0,0
,PUBLPOL 157,,,,,,,,,,,,,,
2,PUBLPOL 168,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,PUBLPOL 170,,,,,,,,,,,,,,
,PUBLPOL 174,,,,,,,,,,,,,,
0,PUBLPOL 183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,PUBLPOL 184,0,0,4,0,0,5,0,0,0,1,15,0,0,2
15,PUBLPOL 194,3,3,3,0,0,10,0,0,0,1,10,0,0,0
1,PUBLPOL 197,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,PUBLPOL 198,0,0,0,0,0,11,0,0,0,1,0,0,0,0
0,PUBLPOL 199,0,6,0,0,0,4,0,0,0,0,0,0,0,0
1,PUBLPOL 200A,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,PUBLPOL 200B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 200C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PUBLPOL 200H,,,,,,,,,,,,,,
2,PUBLPOL 201,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,PUBLPOL 202,,,,,,,,,,,,,,
0,PUBLPOL 204,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0,PUBLPOL 205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PUBLPOL 220,,,,,,,,,,,,,,
2,PUBLPOL 222,0,3,0,0,0,1,0,0,0,0,0,0,0,0
,PUBLPOL 228,,,,,,,,,,,,,,
0,PUBLPOL 231,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,PUBLPOL 232,,,,,,,,,,,,,,
,PUBLPOL 234,,,,,,,,,,,,,,
,PUBLPOL 236,,,,,,,,,,,,,,
,PUBLPOL 246,,,,,,,,,,,,,,
,PUBLPOL 268,,,,,,,,,,,,,,
,PUBLPOL 270,,,,,,,,,,,,,,
0,PUBLPOL 294,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,PUBLPOL 298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 301A,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2,PUBLPOL 301B,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,PUBLPOL 302A,0,0,0,0,0,2,0,0,0,0,2,0,0,0
0,PUBLPOL 302B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 303B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,PUBLPOL 303C,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,PUBLPOL 303D,,,,,,,,,,,,,,
0,PUBLPOL 304A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PUBLPOL 305A,0,0,0,0,0,2,0,0,0,1,3,0,0,1
2,PUBLPOL 305B,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,PUBLPOL 306,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,PUBLPOL 307,0,0,1,0,0,1,0,0,0,0,1,0,0,0
,PUBLPOL 308,,,,,,,,,,,,,,
0,PUBLPOL 309,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 309X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PUBLPOL 311,0,0,0,0,0,0,0,0,0,13,0,0,0,0
,PUBLPOL 313,,,,,,,,,,,,,,
,PUBLPOL 315,,,,,,,,,,,,,,
1,PUBLPOL 317,0,1,1,0,0,0,0,0,0,0,2,0,0,0
,PUBLPOL 319,,,,,,,,,,,,,,
,PUBLPOL 347D,,,,,,,,,,,,,,
,PUBLPOL 353,,,,,,,,,,,,,,
,PUBLPOL 354,,,,,,,,,,,,,,
,PUBLPOL 364,,,,,,,,,,,,,,
,PUBLPOL 413R,,,,,,,,,,,,,,
,PUBLPOL 801,,,,,,,,,,,,,,
7,PWR 1AH,0,1,3,0,0,62,0,0,0,1,12,0,0,1
4,PWR 1AO,0,1,1,0,0,5,0,0,1,0,2,0,0,0
,PWR 1AT,,,,,,,,,,,,,,
,PWR 1BR,,,,,,,,,,,,,,
40,PWR 1CA,0,1,14,0,0,30,0,0,0,0,29,1,0,1
,PWR 1CG,,,,,,,,,,,,,,
,PWR 1CK,,,,,,,,,,,,,,
,PWR 1CL,,,,,,,,,,,,,,
38,PWR 1CR,1,1,9,0,0,16,0,0,0,2,25,0,0,0
,PWR 1CS,,,,,,,,,,,,,,
,PWR 1CW,,,,,,,,,,,,,,
0,PWR 1D,0,0,2,0,0,3,0,0,0,1,3,0,0,0
0,PWR 1DC,0,0,3,0,0,0,0,0,0,0,0,0,0,0
28,PWR 1DH,1,2,4,0,0,18,0,0,1,0,18,1,0,0
18,PWR 1DW,0,0,4,0,0,17,0,0,0,0,16,0,0,0
,PWR 1EC,,,,,,,,,,,,,,
0,PWR 1EE,0,0,0,0,0,27,0,0,0,1,0,0,0,0
,PWR 1EL,,,,,,,,,,,,,,
,PWR 1EP,,,,,,,,,,,,,,
,PWR 1EV,,,,,,,,,,,,,,
14,PWR 1GM,0,3,2,1,0,23,0,0,0,0,9,0,0,1
,PWR 1HJ,,,,,,,,,,,,,,
13,PWR 1HR,0,1,4,0,0,8,0,0,0,0,16,0,0,1
,PWR 1JA,,,,,,,,,,,,,,
,PWR 1JD,,,,,,,,,,,,,,
9,PWR 1JH,0,0,0,0,0,11,0,0,0,0,0,0,0,0
38,PWR 1JL,0,0,3,0,1,18,0,0,0,2,16,0,0,1
,PWR 1JM,,,,,,,,,,,,,,
13,PWR 1JP,0,1,14,0,0,28,0,0,0,0,20,0,0,2
,PWR 1JS,,,,,,,,,,,,,,
,PWR 1JT,,,,,,,,,,,,,,
9,PWR 1KB,0,1,2,0,0,15,0,0,0,1,8,0,0,1
,PWR 1KC,,,,,,,,,,,,,,
1,PWR 1KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PWR 1KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PWR 1KJ,,,,,,,,,,,,,,
17,PWR 1KM,0,1,0,0,0,17,0,0,0,0,14,0,0,0
8,PWR 1KS,0,0,2,0,0,2,0,0,0,0,3,0,0,1
,PWR 1KT,,,,,,,,,,,,,,
,PWR 1LH,,,,,,,,,,,,,,
,PWR 1LM,,,,,,,,,,,,,,
,PWR 1LP,,,,,,,,,,,,,,
,PWR 1MD,,,,,,,,,,,,,,
9,PWR 1MF,0,0,2,0,0,6,0,0,0,0,5,0,0,1
,PWR 1MG,,,,,,,,,,,,,,
,PWR 1MN,,,,,,,,,,,,,,
,PWR 1MS,,,,,,,,,,,,,,
22,PWR 1PB,0,0,3,0,0,42,0,0,0,0,14,0,0,0
33,PWR 1PH,0,2,2,0,0,2,0,0,0,3,8,0,0,2
,PWR 1RC,,,,,,,,,,,,,,
,PWR 1RL,,,,,,,,,,,,,,
,PWR 1RP,,,,,,,,,,,,,,
0,PWR 1RT,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,PWR 1SB,0,1,3,1,0,22,0,0,0,1,13,1,0,3
7,PWR 1SG,0,2,2,0,0,6,0,0,0,0,3,0,0,1
14,PWR 1SH,0,1,2,0,0,22,0,0,0,0,2,0,0,0
,PWR 1SI,,,,,,,,,,,,,,
,PWR 1SK,,,,,,,,,,,,,,
7,PWR 1SL,0,0,2,0,0,4,0,0,0,0,5,0,0,0
3,PWR 1SM,0,0,0,0,0,2,0,0,0,0,1,0,0,2
13,PWR 1SP,0,0,3,2,0,18,0,0,0,0,9,0,0,0
1,PWR 1SS,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,PWR 1ST,0,6,0,0,0,28,0,0,0,0,0,0,0,0
,PWR 1SU,,,,,,,,,,,,,,
13,PWR 1SW,0,3,0,0,0,17,0,0,0,0,6,0,0,0
,PWR 1TS,,,,,,,,,,,,,,
9,PWR 1VS,0,10,0,0,0,16,0,0,0,1,0,0,0,0
23,PWR 1WG,0,2,1,0,0,26,0,0,0,0,20,0,0,0
,PWR 1ZS,,,,,,,,,,,,,,
14,PWR 2AH,0,0,1,0,0,56,0,0,0,1,13,1,0,1
44,PWR 2AO,0,3,5,0,0,58,1,0,0,2,20,1,0,2
,PWR 2AT,,,,,,,,,,,,,,
,PWR 2BR,,,,,,,,,,,,,,
24,PWR 2CA,0,1,2,0,0,13,0,0,0,0,6,0,0,0
,PWR 2CG,,,,,,,,,,,,,,
8,PWR 2CK,0,0,0,0,0,11,0,0,0,0,9,0,0,0
,PWR 2CL,,,,,,,,,,,,,,
19,PWR 2CR,0,0,4,1,0,25,1,0,0,0,7,1,0,1
,PWR 2CW,,,,,,,,,,,,,,
,PWR 2DC,,,,,,,,,,,,,,
30,PWR 2DH,0,0,7,0,0,23,0,0,0,0,7,1,0,1
,PWR 2EC,,,,,,,,,,,,,,
,PWR 2EE,,,,,,,,,,,,,,
,PWR 2EL,,,,,,,,,,,,,,
,PWR 2EP,,,,,,,,,,,,,,
3,PWR 2GM,0,0,1,0,0,18,0,0,0,0,1,0,0,0
,PWR 2JA,,,,,,,,,,,,,,
,PWR 2JB,,,,,,,,,,,,,,
14,PWR 2JH,0,0,2,0,0,10,0,0,0,1,6,0,0,0
6,PWR 2JL,1,0,0,0,0,1,0,0,0,0,7,0,0,0
,PWR 2JM,,,,,,,,,,,,,,
0,PWR 2JP,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,PWR 2JS,,,,,,,,,,,,,,
,PWR 2KC,,,,,,,,,,,,,,
,PWR 2KD,,,,,,,,,,,,,,
0,PWR 2KM,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,PWR 2KS,0,0,4,0,0,10,0,0,0,0,4,0,0,0
,PWR 2KT,,,,,,,,,,,,,,
2,PWR 2LK,0,0,0,0,0,4,0,0,0,0,4,0,0,0
,PWR 2LM,,,,,,,,,,,,,,
6,PWR 2MF,0,3,0,0,0,3,0,0,0,0,4,0,0,1
3,PWR 2MR,0,0,0,0,0,5,0,0,0,0,2,0,0,0
,PWR 2MS,,,,,,,,,,,,,,
27,PWR 2PB,0,1,3,1,0,67,1,0,0,3,34,0,0,0
,PWR 2PH,,,,,,,,,,,,,,
,PWR 2RC,,,,,,,,,,,,,,
,PWR 2RS,,,,,,,,,,,,,,
23,PWR 2RT,0,0,6,0,0,30,0,1,1,0,6,1,0,3
0,PWR 2SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PWR 2SG,,,,,,,,,,,,,,
5,PWR 2SH,0,0,1,0,0,5,0,0,0,0,3,0,0,0
41,PWR 2SL,0,1,8,0,0,26,0,0,0,1,8,0,0,1
11,PWR 2SM,0,0,1,0,0,13,0,0,0,1,5,0,0,0
31,PWR 2SS,0,0,1,0,0,44,0,0,0,1,11,0,0,0
,PWR 2ST,,,,,,,,,,,,,,
7,PWR 2SU,0,0,6,1,0,6,0,0,0,0,4,2,0,3
17,PWR 2SW,0,3,1,0,0,26,0,0,0,0,9,0,0,0
36,PWR 2WG,0,0,1,0,0,37,0,0,0,0,39,0,0,0
,PWR 2ZS,,,,,,,,,,,,,,
,PWR 4,,,,,,,,,,,,,,
1,PWR 5,0,1,0,0,0,3,0,0,0,1,0,0,0,0
0,PWR 6,0,0,0,0,0,0,1,0,0,10,0,0,0,0
,PWR 1AOA,,,,,,,,,,,,,,
,PWR 1BRA,,,,,,,,,,,,,,
,PWR 1CGA,,,,,,,,,,,,,,
,PWR 1GAA,,,,,,,,,,,,,,
2,PWR 1GAC,0,0,1,0,0,11,0,0,0,1,1,0,0,1
,PWR 1GAD,,,,,,,,,,,,,,
4,PWR 1GAF,0,0,4,0,0,7,1,0,0,0,2,0,0,1
4,PWR 1GAJ,0,0,2,0,0,7,0,0,0,0,3,0,0,1
,PWR 1GAK,,,,,,,,,,,,,,
,PWR 1GAL,,,,,,,,,,,,,,
,PWR 1GAR,,,,,,,,,,,,,,
2,PWR 1GAT,0,5,0,0,0,5,0,0,0,0,2,0,0,0
,PWR 1GAU,,,,,,,,,,,,,,
21,PWR 1GAW,0,0,1,0,0,12,0,0,0,0,5,0,0,0
,PWR 1GAZ,,,,,,,,,,,,,,
2,PWR 1GBJ,0,3,0,0,0,12,0,0,0,0,2,0,0,0
,PWR 1GBR,,,,,,,,,,,,,,
3,PWR 1GBW,0,0,2,0,0,8,0,0,0,1,4,0,0,0
,PWR 1GCA,,,,,,,,,,,,,,
,PWR 1GCD,,,,,,,,,,,,,,
6,PWR 1GCJ,0,0,2,0,0,8,0,0,0,0,5,1,0,0
,PWR 1GCL,,,,,,,,,,,,,,
,PWR 1GCO,,,,,,,,,,,,,,
,PWR 1GCX,,,,,,,,,,,,,,
,PWR 1GCZ,,,,,,,,,,,,,,
,PWR 1GDA,,,,,,,,,,,,,,
,PWR 1GDM,,,,,,,,,,,,,,
,PWR 1GDS,,,,,,,,,,,,,,
,PWR 1GEM,,,,,,,,,,,,,,
3,PWR 1GER,0,1,1,0,0,18,0,0,0,0,2,0,0,1
8,PWR 1GEV,0,4,4,0,0,13,0,0,0,2,3,0,0,0
,PWR 1GFL,,,,,,,,,,,,,,
5,PWR 1GGH,0,1,2,0,0,4,0,0,0,0,0,0,0,0
,PWR 1GGK,,,,,,,,,,,,,,
,PWR 1GGZ,,,,,,,,,,,,,,
2,PWR 1GIF,0,12,1,0,0,9,0,0,0,0,0,0,0,0
,PWR 1GIY,,,,,,,,,,,,,,
8,PWR 1GJE,0,1,0,0,0,4,0,0,0,0,6,0,0,0
,PWR 1GJH,,,,,,,,,,,,,,
7,PWR 1GJM,0,1,0,0,0,11,0,0,0,0,1,0,0,1
,PWR 1GJN,,,,,,,,,,,,,,
9,PWR 1GJS,0,0,1,0,0,9,0,0,0,0,0,0,0,0
,PWR 1GJU,,,,,,,,,,,,,,
,PWR 1GJW,,,,,,,,,,,,,,
,PWR 1GKL,,,,,,,,,,,,,,
1,PWR 1GLA,0,1,4,0,0,9,0,0,0,1,1,0,0,1
,PWR 1GLB,,,,,,,,,,,,,,
,PWR 1GLD,,,,,,,,,,,,,,
8,PWR 1GLL,0,0,2,0,0,5,0,0,0,0,4,0,0,1
,PWR 1GLR,,,,,,,,,,,,,,
7,PWR 1GMG,0,0,1,0,0,3,0,0,0,0,4,0,0,0
,PWR 1GMH,,,,,,,,,,,,,,
,PWR 1GMK,,,,,,,,,,,,,,
,PWR 1GML,,,,,,,,,,,,,,
25,PWR 1GMR,1,1,2,2,0,15,0,0,0,0,17,0,0,2
,PWR 1GMT,,,,,,,,,,,,,,
2,PWR 1GMV,0,0,4,0,0,3,0,0,0,0,2,0,0,0
19,PWR 1GMX,1,2,1,1,0,7,0,0,0,0,9,0,0,0
,PWR 1GMZ,,,,,,,,,,,,,,
,PWR 1GNA,,,,,,,,,,,,,,
2,PWR 1GNL,0,0,1,0,0,12,0,0,0,0,4,0,0,0
,PWR 1GNV,,,,,,,,,,,,,,
,PWR 1GPS,,,,,,,,,,,,,,
,PWR 1GRA,,,,,,,,,,,,,,
0,PWR 1GRH,0,0,0,0,0,12,0,0,0,0,2,0,0,0
,PWR 1GRK,,,,,,,,,,,,,,
1,PWR 1GRL,0,5,0,0,0,10,0,0,0,0,2,0,0,0
,PWR 1GRN,,,,,,,,,,,,,,
3,PWR 1GRY,0,0,5,0,0,10,0,0,0,0,1,0,0,1
,PWR 1GRZ,,,,,,,,,,,,,,
6,PWR 1GSD,0,3,1,0,0,14,0,0,0,0,2,0,0,0
,PWR 1GSG,,,,,,,,,,,,,,
,PWR 1GSO,,,,,,,,,,,,,,
,PWR 1GTA,,,,,,,,,,,,,,
,PWR 1GTJ,,,,,,,,,,,,,,
,PWR 1GTL,,,,,,,,,,,,,,
,PWR 1GTM,,,,,,,,,,,,,,
,PWR 1GTX,,,,,,,,,,,,,,
6,PWR 1GVC,0,0,1,0,0,10,0,0,0,0,0,0,0,0
,PWR 1GVG,,,,,,,,,,,,,,
,PWR 1GVN,,,,,,,,,,,,,,
,PWR 1GWI,,,,,,,,,,,,,,
,PWR 1GWS,,,,,,,,,,,,,,
,PWR 1GWT,,,,,,,,,,,,,,
0,PWR 1JJJ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,PWR 1JPA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,PWR 1KBA,0,1,1,1,0,4,0,0,0,0,1,0,0,0
,PWR 1KMA,,,,,,,,,,,,,,
,PWR 1KMB,,,,,,,,,,,,,,
,PWR 1KMC,,,,,,,,,,,,,,
6,PWR 1KSA,0,0,1,0,0,6,0,0,0,0,7,0,0,0
,PWR 1KSB,,,,,,,,,,,,,,
,PWR 1MFA,,,,,,,,,,,,,,
,PWR 1PHA,,,,,,,,,,,,,,
,PWR 1RTA,,,,,,,,,,,,,,
15,PWR 1SLA,0,0,4,0,0,8,0,0,0,1,10,0,0,0
,PWR 1SMA,,,,,,,,,,,,,,
,PWR 1SMB,,,,,,,,,,,,,,
7,PWR 1SSA,0,0,0,0,0,7,0,0,0,0,3,0,0,0
1,PWR 1SUA,0,1,0,0,0,3,0,0,1,0,4,0,0,1
,PWR 2CAB,,,,,,,,,,,,,,
,PWR 2CGA,,,,,,,,,,,,,,
,PWR 2CRA,,,,,,,,,,,,,,
,PWR 2DCA,,,,,,,,,,,,,,
8,PWR 2DHA,0,1,1,0,0,14,0,0,0,0,1,0,0,0
,PWR 2EPA,,,,,,,,,,,,,,
21,PWR 2GAW,0,0,0,0,0,23,0,0,0,0,7,0,0,1
,PWR 2GMA,,,,,,,,,,,,,,
,PWR 2GMB,,,,,,,,,,,,,,
,PWR 2GMC,,,,,,,,,,,,,,
8,PWR 2JLA,0,0,1,0,0,10,0,0,0,1,8,0,0,0
36,PWR 2JLB,1,0,3,0,0,15,0,0,0,0,23,0,0,2
,PWR 2JLC,,,,,,,,,,,,,,
,PWR 2KDA,,,,,,,,,,,,,,
5,PWR 2KEB,0,0,2,0,0,6,0,0,0,0,6,0,0,1
,PWR 2KEC,,,,,,,,,,,,,,
,PWR 2KMA,,,,,,,,,,,,,,
5,PWR 2KSA,0,0,0,0,0,6,0,0,0,0,3,0,0,0
30,PWR 2KSB,0,0,3,0,0,12,1,0,0,0,6,1,0,1
5,PWR 2MFA,0,0,0,0,0,3,0,0,0,0,2,0,0,0
10,PWR 2MFB,0,1,1,0,0,13,0,0,0,1,3,0,0,0
6,PWR 2PHA,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8,PWR 2PHB,0,0,0,0,0,13,0,0,0,2,1,0,0,0
,PWR 2RTA,,,,,,,,,,,,,,
,PWR 2RTB,,,,,,,,,,,,,,
,PWR 2SBA,,,,,,,,,,,,,,
,PWR 2SGA,,,,,,,,,,,,,,
,PWR 2SLA,,,,,,,,,,,,,,
,PWR 2SMA,,,,,,,,,,,,,,
,PWR 2SPA,,,,,,,,,,,,,,
,PWR 2SSA,,,,,,,,,,,,,,
,PWR 2SSB,,,,,,,,,,,,,,
,PWR 91,,,,,,,,,,,,,,
,PWR 91B,,,,,,,,,,,,,,
,PWR 91C,,,,,,,,,,,,,,
,PWR 91CG,,,,,,,,,,,,,,
,PWR 91CL,,,,,,,,,,,,,,
,PWR 91D,,,,,,,,,,,,,,
,PWR 91E,,,,,,,,,,,,,,
,PWR 91F,,,,,,,,,,,,,,
,PWR 91JS,,,,,,,,,,,,,,
,PWR 91KS,,,,,,,,,,,,,,
,PWR 91RS,,,,,,,,,,,,,,
,PWR 91S,,,,,,,,,,,,,,
,PWR 99A,,,,,,,,,,,,,,
,PWR 99B,,,,,,,,,,,,,,
,PWR 191,,,,,,,,,,,,,,
,PWR 192,,,,,,,,,,,,,,
,PWR 193,,,,,,,,,,,,,,
0,PWR 194,0,0,0,0,0,2,1,0,0,0,0,0,0,0
,PWR 194B,,,,,,,,,,,,,,
,PWR 194C,,,,,,,,,,,,,,
,PWR 194KD,,,,,,,,,,,,,,
,PWR 194SB,,,,,,,,,,,,,,
0,PWR 195,0,0,0,0,0,0,0,0,0,3,0,0,0,0
,PWR 295,,,,,,,,,,,,,,
0,RAD 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RAD 199,0,1,0,0,0,10,0,0,0,4,0,0,0,0
0,RAD 220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RAD 221,,,,,,,,,,,,,,
0,RAD 222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RAD 222C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RAD 223,,,,,,,,,,,,,,
,RAD 224,,,,,,,,,,,,,,
,RAD 225,,,,,,,,,,,,,,
,RAD 226,,,,,,,,,,,,,,
,RAD 226,,,,,,,,,,,,,,
0,RAD 227,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,RAD 228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RAD 229,,,,,,,,,,,,,,
0,RAD 260,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,RAD 280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RAD 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RAD 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RAD 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RADO 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RADO 121,,,,,,,,,,,,,,
3,RADO 199,0,0,0,0,0,7,0,0,0,0,0,0,0,1
0,RADO 202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RADO 244,,,,,,,,,,,,,,
0,RADO 280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RADO 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RADO 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RADO 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REES 18,,,,,,,,,,,,,,
,REES 23,,,,,,,,,,,,,,
0,REES 35,1,1,0,0,0,1,0,0,0,2,0,0,0,0
,REES 54A,,,,,,,,,,,,,,
,REES 84,,,,,,,,,,,,,,
0,REES 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REES 105,,,,,,,,,,,,,,
,REES 130,,,,,,,,,,,,,,
,REES 145D,,,,,,,,,,,,,,
0,REES 184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,REES 200,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,REES 205,,,,,,,,,,,,,,
,REES 208C,,,,,,,,,,,,,,
,REES 219,,,,,,,,,,,,,,
0,REES 220A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REES 224A,,,,,,,,,,,,,,
,REES 227,,,,,,,,,,,,,,
,REES 231,,,,,,,,,,,,,,
,REES 244A,,,,,,,,,,,,,,
,REES 247A,,,,,,,,,,,,,,
,REES 250A,,,,,,,,,,,,,,
0,REES 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REES 301,,,,,,,,,,,,,,
,REES 301B,,,,,,,,,,,,,,
,REES 312,,,,,,,,,,,,,,
,REES 313,,,,,,,,,,,,,,
1,REES 320,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,REES 320A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,REES 327,,,,,,,,,,,,,,
,REES 330,,,,,,,,,,,,,,
,REES 408C,,,,,,,,,,,,,,
,REES 409,,,,,,,,,,,,,,
2,RELIGST 1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
,RELIGST 2,,,,,,,,,,,,,,
2,RELIGST 11N,0,2,0,0,0,12,0,0,0,1,5,0,0,0
,RELIGST 12N,,,,,,,,,,,,,,
,RELIGST 13Q,,,,,,,,,,,,,,
,RELIGST 14N,,,,,,,,,,,,,,
,RELIGST 17N,,,,,,,,,,,,,,
,RELIGST 18N,,,,,,,,,,,,,,
,RELIGST 19N,,,,,,,,,,,,,,
1,RELIGST 20A,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,RELIGST 21,0,1,0,0,0,2,0,0,0,0,0,0,0,0
,RELIGST 22,,,,,,,,,,,,,,
,RELIGST 24,,,,,,,,,,,,,,
,RELIGST 25SI,,,,,,,,,,,,,,
,RELIGST 26,,,,,,,,,,,,,,
,RELIGST 28,,,,,,,,,,,,,,
,RELIGST 28SI,,,,,,,,,,,,,,
,RELIGST 31,,,,,,,,,,,,,,
,RELIGST 35S,,,,,,,,,,,,,,
,RELIGST 36,,,,,,,,,,,,,,
,RELIGST 50,,,,,,,,,,,,,,
,RELIGST 55,,,,,,,,,,,,,,
,RELIGST 56,,,,,,,,,,,,,,
,RELIGST 61,,,,,,,,,,,,,,
,RELIGST 61S,,,,,,,,,,,,,,
,RELIGST 62,,,,,,,,,,,,,,
,RELIGST 71,,,,,,,,,,,,,,
,RELIGST 81,,,,,,,,,,,,,,
,RELIGST 82,,,,,,,,,,,,,,
,RELIGST 91,,,,,,,,,,,,,,
,RELIGST 93,,,,,,,,,,,,,,
5,RELIGST 95,0,0,3,0,0,12,0,0,0,1,4,0,0,1
0,RELIGST 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,RELIGST 106,,,,,,,,,,,,,,
,RELIGST 107,,,,,,,,,,,,,,
,RELIGST 108,,,,,,,,,,,,,,
1,RELIGST 109,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,RELIGST 110,,,,,,,,,,,,,,
,RELIGST 111,,,,,,,,,,,,,,
,RELIGST 113B,,,,,,,,,,,,,,
,RELIGST 113C,,,,,,,,,,,,,,
0,RELIGST 114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RELIGST 115,0,0,0,0,0,3,0,0,0,0,0,0,0,1
,RELIGST 116,,,,,,,,,,,,,,
1,RELIGST 117,0,0,3,0,0,1,0,0,0,0,0,0,0,0
0,RELIGST 118,0,0,1,0,0,2,0,0,0,0,0,0,0,0
4,RELIGST 119,0,0,4,0,0,1,0,0,0,0,2,0,0,0
,RELIGST 119X,,,,,,,,,,,,,,
,RELIGST 124,,,,,,,,,,,,,,
4,RELIGST 126,0,0,0,0,0,2,0,0,0,1,1,0,0,0
,RELIGST 128,,,,,,,,,,,,,,
,RELIGST 129,,,,,,,,,,,,,,
4,RELIGST 130,0,0,0,1,0,2,0,0,0,0,5,0,0,0
,RELIGST 132,,,,,,,,,,,,,,
,RELIGST 132C,,,,,,,,,,,,,,
1,RELIGST 132D,0,0,0,0,0,3,0,0,0,0,0,1,0,0
,RELIGST 133,,,,,,,,,,,,,,
,RELIGST 134,,,,,,,,,,,,,,
33,RELIGST 136,0,1,5,0,0,19,0,0,0,12,14,1,0,1
,RELIGST 140,,,,,,,,,,,,,,
,RELIGST 144,,,,,,,,,,,,,,
