autumn,spring,code,winter,summer
2,0,ANTHRO 10A,0,0
0,0,ANTHRO 10SC,0,0
0,0,ANTHRO 11SC,0,0
0,0,ANTHRO 12,0,0
1,0,ANTHRO 13A,0,0
0,0,ANTHRO 13SI,0,0
0,0,ANTHRO 14,0,0
0,0,ANTHRO 15,0,0
0,0,ANTHRO 16,0,0
0,0,ANTHRO 19Q,0,0
0,0,ANTHRO 21N,0,0
0,0,ANTHRO 22,0,0
0,0,ANTHRO 22N,0,0
0,0,ANTHRO 23N,0,0
0,0,ANTHRO 24N,0,0
0,0,ANTHRO 25N,0,0
0,0,ANTHRO 26N,0,0
0,0,ANTHRO 27N,0,0
0,0,ANTHRO 28N,0,0
0,0,ANTHRO 30Q,0,0
0,0,ANTHRO 31,0,0
0,0,ANTHRO 32,0,0
4,0,ANTHRO 34,0,0
0,20,ANTHRO 41,0,0
0,0,ANTHRO 42,4,0
11,0,ANTHRO 49,0,0
0,0,ANTHRO 54A,0,0
0,0,ANTHRO 77,0,0
0,0,ANTHRO 82,58,0
0,0,ANTHRO 90B,16,0
0,0,ANTHRO 90C,8,0
0,0,ANTHRO 90D,0,0
0,0,ANTHRO 91,17,0
0,0,ANTHRO 91A,0,0
3,0,ANTHRO 92A,0,0
0,0,ANTHRO 92B,4,0
0,11,ANTHRO 93,0,0
0,9,ANTHRO 93B,0,0
6,0,ANTHRO 94,0,0
5,2,ANTHRO 95,3,0
0,4,ANTHRO 95B,1,0
1,2,ANTHRO 96,1,0
0,0,ANTHRO 97,0,0
0,0,ANTHRO 98B,6,0
0,0,ANTHRO 98E,0,0
0,0,ANTHRO 98F,0,0
0,0,ANTHRO 100A,0,0
0,0,ANTHRO 100B,0,0
3,0,ANTHRO 100D,0,0
0,0,ANTHRO 101,0,0
0,0,ANTHRO 101A,0,0
0,0,ANTHRO 101B,1,0
0,0,ANTHRO 101S,0,3
0,0,ANTHRO 102,0,0
0,0,ANTHRO 102A,0,0
0,0,ANTHRO 102B,0,0
0,0,ANTHRO 102C,10,0
0,0,ANTHRO 103,0,0
0,0,ANTHRO 103A,0,0
0,0,ANTHRO 105,0,0
0,0,ANTHRO 105A,0,0
0,0,ANTHRO 105B,0,0
0,0,ANTHRO 106,10,0
0,0,ANTHRO 106A,0,0
0,0,ANTHRO 108E,0,0
0,0,ANTHRO 109,0,0
0,0,ANTHRO 110A,0,0
0,0,ANTHRO 110B,0,0
0,0,ANTHRO 111,0,0
0,0,ANTHRO 111A,0,0
0,0,ANTHRO 111B,2,0
0,0,ANTHRO 112,0,0
0,0,ANTHRO 112B,0,0
0,0,ANTHRO 113,0,0
0,0,ANTHRO 113B,0,0
0,0,ANTHRO 114,0,0
0,0,ANTHRO 114B,0,0
0,0,ANTHRO 115,2,0
0,0,ANTHRO 115A,0,0
0,0,ANTHRO 115B,0,0
0,0,ANTHRO 116,0,0
0,0,ANTHRO 117,0,0
9,0,ANTHRO 118,0,0
0,0,ANTHRO 118A,0,0
1,0,ANTHRO 119,0,0
0,0,ANTHRO 119A,0,0
0,0,ANTHRO 120B,0,0
0,0,ANTHRO 121,0,0
0,0,ANTHRO 121A,0,0
0,0,ANTHRO 122A,0,0
0,1,ANTHRO 122C,0,0
0,0,ANTHRO 123,0,0
0,0,ANTHRO 124,0,0
0,0,ANTHRO 124N,9,0
0,0,ANTHRO 125,0,0
0,0,ANTHRO 125A,0,0
0,0,ANTHRO 125S,0,0
22,0,ANTHRO 126,0,0
0,0,ANTHRO 127,0,0
0,0,ANTHRO 127A,0,0
0,0,ANTHRO 128,0,0
0,0,ANTHRO 130A,0,0
0,0,ANTHRO 130B,0,0
0,0,ANTHRO 130D,0,0
0,0,ANTHRO 131,0,0
0,0,ANTHRO 132,0,0
0,0,ANTHRO 132B,3,0
0,0,ANTHRO 133A,0,0
0,11,ANTHRO 133B,0,0
0,0,ANTHRO 134,0,0
0,0,ANTHRO 135,0,0
0,0,ANTHRO 135A,0,0
0,0,ANTHRO 135H,0,0
0,0,ANTHRO 135I,0,0
0,7,ANTHRO 136,0,0
0,0,ANTHRO 137,0,0
0,0,ANTHRO 137A,0,0
0,0,ANTHRO 138,0,0
0,0,ANTHRO 138A,0,0
0,6,ANTHRO 138B,0,0
0,0,ANTHRO 139,0,0
0,0,ANTHRO 139A,0,0
0,0,ANTHRO 140,3,0
0,0,ANTHRO 140A,0,0
0,0,ANTHRO 141A,0,0
8,0,ANTHRO 141B,0,0
0,0,ANTHRO 143,0,0
0,0,ANTHRO 143B,0,0
0,0,ANTHRO 144A,0,0
0,0,ANTHRO 145,0,0
0,0,ANTHRO 145B,0,0
0,0,ANTHRO 146,0,0
0,0,ANTHRO 146A,0,0
0,0,ANTHRO 146G,0,0
0,0,ANTHRO 147,0,0
0,0,ANTHRO 147A,0,0
0,0,ANTHRO 148,0,0
0,0,ANTHRO 149,0,0
0,0,ANTHRO 149A,0,0
0,0,ANTHRO 150A,3,0
0,0,ANTHRO 151,0,0
0,0,ANTHRO 151A,0,0
0,0,ANTHRO 152,8,0
0,0,ANTHRO 152A,0,0
0,0,ANTHRO 153A,0,0
19,0,ANTHRO 154,0,0
0,1,ANTHRO 155,0,0
0,10,ANTHRO 156B,0,0
0,9,ANTHRO 160,0,0
0,0,ANTHRO 160A,0,0
0,0,ANTHRO 161,0,0
0,0,ANTHRO 161A,0,0
0,8,ANTHRO 162,0,0
0,0,ANTHRO 163,0,0
0,2,ANTHRO 163A,0,0
0,0,ANTHRO 164,0,0
0,0,ANTHRO 164A,0,0
0,0,ANTHRO 164B,0,0
0,0,ANTHRO 165,0,0
0,0,ANTHRO 165A,0,0
0,0,ANTHRO 166,6,0
0,0,ANTHRO 167A,0,0
0,0,ANTHRO 168,0,0
0,0,ANTHRO 168A,0,0
29,0,ANTHRO 169,0,0
0,0,ANTHRO 169A,0,0
0,0,ANTHRO 170,1,0
0,0,ANTHRO 171,0,0
0,1,ANTHRO 171A,0,0
0,0,ANTHRO 172,0,0
0,0,ANTHRO 173,0,0
0,0,ANTHRO 174,0,0
0,0,ANTHRO 175,6,0
21,24,ANTHRO 176,26,0
0,0,ANTHRO 177,0,0
6,0,ANTHRO 178,0,0
0,0,ANTHRO 178A,0,0
0,0,ANTHRO 179,0,0
0,0,ANTHRO 179A,0,0
0,0,ANTHRO 180,0,0
1,0,ANTHRO 181A,0,0
0,0,ANTHRO 182,0,0
0,0,ANTHRO 182A,0,0
0,10,ANTHRO 182N,0,0
0,0,ANTHRO 183B,0,0
0,0,ANTHRO 184,0,0
0,0,ANTHRO 185,0,0
0,0,ANTHRO 185,0,0
0,0,ANTHRO 185A,0,0
0,14,ANTHRO 186,0,0
0,0,ANTHRO 186N,13,0
0,0,ANTHRO 187,0,0
0,0,ANTHRO 187A,0,0
11,0,ANTHRO 193,0,0
0,0,ANTHRO 199,2,0
0,0,ANTHRO 200B,0,0
0,0,ANTHRO 200C,0,0
0,0,ANTHRO 201,7,0
0,0,ANTHRO 201B,0,0
0,0,ANTHRO 202A,0,0
0,0,ANTHRO 203A,0,0
2,0,ANTHRO 204,0,0
0,0,ANTHRO 205,0,0
0,0,ANTHRO 205A,0,0
0,0,ANTHRO 205B,0,0
0,0,ANTHRO 206,0,0
0,0,ANTHRO 206A,2,0
0,0,ANTHRO 209,0,0
0,0,ANTHRO 210A,0,0
0,0,ANTHRO 210B,0,0
0,0,ANTHRO 211,0,0
0,0,ANTHRO 211A,0,0
0,0,ANTHRO 212,0,0
0,0,ANTHRO 213,0,0
0,0,ANTHRO 213B,2,0
0,0,ANTHRO 214,0,0
0,0,ANTHRO 214B,0,0
0,0,ANTHRO 215,0,0
0,0,ANTHRO 215A,0,0
0,0,ANTHRO 215B,0,0
0,0,ANTHRO 216,0,0
0,0,ANTHRO 217,0,0
2,0,ANTHRO 219,0,0
0,0,ANTHRO 221,0,0
0,2,ANTHRO 222A,0,0
0,1,ANTHRO 222C,0,0
0,0,ANTHRO 223,0,0
0,0,ANTHRO 225,0,0
0,0,ANTHRO 230B,0,0
0,0,ANTHRO 230D,0,0
0,0,ANTHRO 234,0,0
0,0,ANTHRO 235,0,0
0,0,ANTHRO 235A,0,0
0,4,ANTHRO 236,0,0
0,0,ANTHRO 237,0,0
0,0,ANTHRO 238,0,0
0,0,ANTHRO 238A,0,0
0,0,ANTHRO 239,0,0
0,0,ANTHRO 240A,0,0
0,0,ANTHRO 241,0,0
0,0,ANTHRO 243,0,0
0,0,ANTHRO 245,0,0
0,0,ANTHRO 245A,0,0
0,0,ANTHRO 247,0,0
0,0,ANTHRO 248,0,0
0,0,ANTHRO 249,0,0
0,0,ANTHRO 251,0,0
0,0,ANTHRO 251A,0,0
0,0,ANTHRO 253A,0,0
3,0,ANTHRO 254B,0,0
0,2,ANTHRO 255,0,0
0,6,ANTHRO 260,0,0
0,0,ANTHRO 260A,0,0
0,0,ANTHRO 261,0,0
0,0,ANTHRO 261A,0,0
0,16,ANTHRO 262,0,0
0,0,ANTHRO 263,0,0
0,0,ANTHRO 263A,0,0
0,0,ANTHRO 264,0,0
0,0,ANTHRO 266,7,0
0,0,ANTHRO 268A,0,0
2,0,ANTHRO 269,0,0
0,0,ANTHRO 270,4,0
0,0,ANTHRO 271,0,0
0,0,ANTHRO 272,0,0
0,0,ANTHRO 274,0,0
0,0,ANTHRO 275,1,0
11,2,ANTHRO 276,5,0
0,0,ANTHRO 277,0,0
0,0,ANTHRO 277,0,0
4,0,ANTHRO 278,0,0
0,0,ANTHRO 279A,0,0
0,0,ANTHRO 282,1,0
0,0,ANTHRO 282A,0,0
0,0,ANTHRO 283,0,0
0,0,ANTHRO 283B,0,0
0,0,ANTHRO 285,0,0
0,0,ANTHRO 285,0,0
0,3,ANTHRO 286,0,0
0,0,ANTHRO 293B,0,0
0,0,ANTHRO 298B,2,0
0,0,ANTHRO 299,1,0
5,0,ANTHRO 299,5,0
0,9,ANTHRO 300,0,0
0,0,ANTHRO 301,11,0
8,0,ANTHRO 301A,0,0
0,0,ANTHRO 302,4,0
7,0,ANTHRO 303,0,0
0,0,ANTHRO 304,8,0
0,0,ANTHRO 305,0,0
11,0,ANTHRO 306,0,0
0,8,ANTHRO 307,0,0
0,6,ANTHRO 308,0,0
0,5,ANTHRO 308A,0,0
0,0,ANTHRO 309,0,0
0,0,ANTHRO 310C,0,0
11,0,ANTHRO 310G,0,0
0,0,ANTHRO 311,0,0
0,6,ANTHRO 311G,5,0
0,0,ANTHRO 312,0,0
0,0,ANTHRO 313,0,0
0,1,ANTHRO 316,0,0
0,0,ANTHRO 317,0,0
0,0,ANTHRO 318,0,0
0,0,ANTHRO 319,0,0
0,0,ANTHRO 320A,0,0
0,0,ANTHRO 321,0,0
0,0,ANTHRO 321A,0,0
0,0,ANTHRO 322,0,0
0,12,ANTHRO 324,0,0
0,0,ANTHRO 326,2,0
0,0,ANTHRO 327,0,0
0,0,ANTHRO 328,0,0
0,0,ANTHRO 331,0,0
0,0,ANTHRO 332,0,0
0,0,ANTHRO 332A,0,0
0,0,ANTHRO 333,0,0
0,0,ANTHRO 333A,0,0
0,0,ANTHRO 334,0,0
0,6,ANTHRO 335A,0,0
0,0,ANTHRO 336,0,0
0,0,ANTHRO 337,0,0
0,0,ANTHRO 338,0,0
0,0,ANTHRO 339,0,0
0,0,ANTHRO 339A,0,0
0,0,ANTHRO 341,0,0
0,0,ANTHRO 343,0,0
0,0,ANTHRO 344,0,0
0,0,ANTHRO 345,5,0
5,0,ANTHRO 346,0,0
0,0,ANTHRO 346A,0,0
0,0,ANTHRO 347,0,0
0,0,ANTHRO 348,0,0
9,0,ANTHRO 349,0,0
0,0,ANTHRO 350,0,0
0,0,ANTHRO 352,0,0
0,0,ANTHRO 353,0,0
0,0,ANTHRO 355,0,0
0,0,ANTHRO 356,0,0
0,0,ANTHRO 357,0,0
5,0,ANTHRO 358,0,0
0,0,ANTHRO 359,0,0
9,0,ANTHRO 360,0,0
0,0,ANTHRO 361,0,0
0,0,ANTHRO 362,0,0
0,0,ANTHRO 362A,0,0
0,0,ANTHRO 363,0,0
0,0,ANTHRO 364,1,0
0,0,ANTHRO 364A,0,0
0,0,ANTHRO 365,0,0
0,0,ANTHRO 366,0,0
0,0,ANTHRO 367,0,0
0,0,ANTHRO 368,0,0
3,0,ANTHRO 369,0,0
0,0,ANTHRO 370,0,0
0,0,ANTHRO 371,0,0
0,5,ANTHRO 372,0,0
9,0,ANTHRO 373,0,0
0,0,ANTHRO 374,0,0
0,0,ANTHRO 375,0,0
0,0,ANTHRO 376,0,0
0,6,ANTHRO 377,0,0
0,0,ANTHRO 378,0,0
0,0,ANTHRO 379,6,0
0,0,ANTHRO 380,0,0
0,0,ANTHRO 381,0,0
0,0,ANTHRO 382,0,0
5,0,ANTHRO 384,0,0
0,0,ANTHRO 386,0,0
0,0,ANTHRO 387,5,0
0,0,ANTHRO 388,5,0
0,8,ANTHRO 389,0,0
6,5,ANTHRO 400,6,0
0,9,ANTHRO 401A,4,0
0,8,ANTHRO 401B,5,0
1,0,ANTHRO 440,0,0
0,5,ANTHRO 441,1,0
0,2,ANTHRO 442,3,0
15,10,ANTHRO 444,10,0
0,8,ANTHRO 445,6,0
0,0,ANTHRO 446A,0,0
0,0,ANTHRO 450,0,0
29,16,ANTHRO 451,27,0
0,0,ANTHRO 452,0,0
3,1,ANTHRO 801,3,0
44,43,ANTHRO 802,40,2
0,0,APPPHYS 10AX,0,0
12,0,APPPHYS 77N,0,0
16,0,APPPHYS 79N,0,0
0,0,APPPHYS 100,0,0
5,0,APPPHYS 201,0,0
0,9,APPPHYS 203,0,0
0,0,APPPHYS 204,11,0
0,0,APPPHYS 205,10,0
0,15,APPPHYS 206,0,0
0,0,APPPHYS 207,12,0
0,0,APPPHYS 208,0,0
0,0,APPPHYS 215,0,0
0,0,APPPHYS 216,0,0
0,0,APPPHYS 217,0,0
0,11,APPPHYS 219,0,0
0,0,APPPHYS 220,0,0
0,0,APPPHYS 223,0,0
0,0,APPPHYS 223B,0,0
0,0,APPPHYS 225,0,0
0,4,APPPHYS 232,0,0
0,0,APPPHYS 236,8,0
0,0,APPPHYS 240,0,0
0,19,APPPHYS 270,0,0
0,16,APPPHYS 272,0,0
15,0,APPPHYS 273,0,0
0,0,APPPHYS 280,7,0
0,0,APPPHYS 285,0,0
42,40,APPPHYS 290,38,1
0,0,APPPHYS 291,0,0
0,41,APPPHYS 293,0,0
0,0,APPPHYS 294,0,0
0,0,APPPHYS 304,13,0
10,0,APPPHYS 305,0,0
0,8,APPPHYS 315,0,0
0,0,APPPHYS 324,6,0
0,1,APPPHYS 325,0,0
9,0,APPPHYS 345,0,0
0,0,APPPHYS 376,8,0
0,0,APPPHYS 383,0,0
0,0,APPPHYS 387,0,0
39,35,APPPHYS 390,39,0
0,0,APPPHYS 392,0,0
0,0,APPPHYS 453A,0,0
10,5,APPPHYS 470,5,0
0,0,APPPHYS 473B,0,0
7,3,APPPHYS 483,5,0
0,0,APPPHYS 801,0,0
35,39,APPPHYS 802,34,0
31,0,ARABLANG 1,0,0
4,0,ARABLANG 1A,0,0
2,0,ARABLANG 1H,0,0
0,0,ARABLANG 2,23,0
0,0,ARABLANG 2A,6,0
0,0,ARABLANG 2H,2,0
0,23,ARABLANG 3,0,0
0,1,ARABLANG 3H,0,0
0,0,ARABLANG 5,0,0
0,13,ARABLANG 10,0,0
0,4,ARABLANG 14A,0,0
11,0,ARABLANG 21,0,0
3,2,ARABLANG 21A,0,0
2,0,ARABLANG 21H,0,0
0,0,ARABLANG 22,6,0
2,0,ARABLANG 22A,2,0
0,0,ARABLANG 22H,3,0
0,6,ARABLANG 23,0,0
0,2,ARABLANG 23H,0,0
0,0,ARABLANG 25,0,0
4,0,ARABLANG 125A,0,0
0,0,ARABLANG 125B,1,0
0,4,ARABLANG 125C,0,0
0,0,ARABLANG 126A,3,0
0,0,ARABLANG 126B,0,0
0,0,ARABLANG 126C,0,0
5,3,ARABLANG 127,4,0
7,0,ARABLANG 131,0,0
2,0,ARABLANG 131H,0,0
0,0,ARABLANG 132,5,0
0,0,ARABLANG 132H,5,0
0,6,ARABLANG 133,0,0
0,4,ARABLANG 133H,0,0
0,0,ARABLANG 141,0,0
0,0,ARABLANG 142,0,0
0,0,ARABLANG 143,0,0
0,0,ARABLANG 225,0,0
1,0,ARABLANG 297,2,0
0,0,ARABLANG 394,1,0
6,6,ARABLANG 395,7,0
25,0,ARCHLGY 1,0,0
4,0,ARCHLGY 10,0,0
0,0,ARCHLGY 12,0,0
0,0,ARCHLGY 13,0,0
1,0,ARCHLGY 34,0,0
0,0,ARCHLGY 42,0,0
9,0,ARCHLGY 51,0,0
0,0,ARCHLGY 64,0,0
0,4,ARCHLGY 81,0,0
0,2,ARCHLGY 97,1,0
0,0,ARCHLGY 98B,1,0
0,0,ARCHLGY 99A,0,0
0,0,ARCHLGY 100,0,0
0,0,ARCHLGY 101,0,0
0,0,ARCHLGY 102,4,0
0,0,ARCHLGY 102B,3,0
4,0,ARCHLGY 103,0,0
0,0,ARCHLGY 104C,0,0
0,0,ARCHLGY 105,0,0
0,0,ARCHLGY 106A,0,0
2,0,ARCHLGY 107A,0,0
0,4,ARCHLGY 108E,0,0
3,0,ARCHLGY 111,0,0
0,0,ARCHLGY 111B,0,0
0,0,ARCHLGY 113B,1,0
0,0,ARCHLGY 115,3,0
0,12,ARCHLGY 118,0,0
0,0,ARCHLGY 119,0,0
0,0,ARCHLGY 124,0,0
0,1,ARCHLGY 125,0,0
0,3,ARCHLGY 126,0,0
0,0,ARCHLGY 127,0,0
0,0,ARCHLGY 132,0,0
0,3,ARCHLGY 134,0,0
0,0,ARCHLGY 135,0,0
0,0,ARCHLGY 137,0,0
0,0,ARCHLGY 139,0,0
0,0,ARCHLGY 139A,0,0
0,0,ARCHLGY 140,0,0
0,0,ARCHLGY 142,0,0
0,0,ARCHLGY 143,0,0
0,0,ARCHLGY 145,8,0
0,0,ARCHLGY 148,0,0
87,0,ARCHLGY 151,0,0
0,0,ARCHLGY 153,0,0
0,0,ARCHLGY 164,0,0
0,1,ARCHLGY 169,0,0
1,0,ARCHLGY 190,0,0
0,0,ARCHLGY 195,1,0
0,1,ARCHLGY 199,1,0
0,0,ARCHLGY 200,0,0
0,0,ARCHLGY 202,3,0
0,0,ARCHLGY 222,0,0
3,0,ARCHLGY 224,0,0
0,4,ARCHLGY 226,0,0
0,0,ARCHLGY 227,0,0
0,0,ARCHLGY 232,0,0
0,0,ARCHLGY 234,0,0
0,1,ARCHLGY 235,0,0
0,0,ARCHLGY 239,0,0
0,2,ARCHLGY 240,0,0
0,0,ARCHLGY 242,0,0
0,0,ARCHLGY 248,0,0
0,0,ARCHLGY 270,0,0
0,4,ARCHLGY 299,3,0
0,0,ARCHLGY 304C,0,0
0,0,ARCHLGY 306A,0,0
0,0,ARCHLGY 319,0,0
0,0,ARCHLGY 327,0,0
0,0,ARCHLGY 332,0,0
0,0,ARCHLGY 335,0,0
0,0,ARCHLGY 342,0,0
0,1,ARCHLGY 353,0,0
0,0,ARCHLGY 367,1,0
0,0,ARCHLGY 371,0,0
25,0,ARCHLGY 1,0,0
4,0,ARCHLGY 10,0,0
0,0,ARCHLGY 12,0,0
0,0,ARCHLGY 13,0,0
1,0,ARCHLGY 34,0,0
0,0,ARCHLGY 42,0,0
9,0,ARCHLGY 51,0,0
0,0,ARCHLGY 64,0,0
0,4,ARCHLGY 81,0,0
0,2,ARCHLGY 97,1,0
0,0,ARCHLGY 98B,1,0
0,0,ARCHLGY 99A,0,0
0,0,ARCHLGY 100,0,0
0,0,ARCHLGY 101,0,0
0,0,ARCHLGY 102,4,0
0,0,ARCHLGY 102B,3,0
4,0,ARCHLGY 103,0,0
0,0,ARCHLGY 104C,0,0
0,0,ARCHLGY 105,0,0
0,0,ARCHLGY 106A,0,0
2,0,ARCHLGY 107A,0,0
0,4,ARCHLGY 108E,0,0
3,0,ARCHLGY 111,0,0
0,0,ARCHLGY 111B,0,0
0,0,ARCHLGY 113B,1,0
0,0,ARCHLGY 115,3,0
0,12,ARCHLGY 118,0,0
0,0,ARCHLGY 119,0,0
0,0,ARCHLGY 124,0,0
0,1,ARCHLGY 125,0,0
0,3,ARCHLGY 126,0,0
0,0,ARCHLGY 127,0,0
0,0,ARCHLGY 132,0,0
0,3,ARCHLGY 134,0,0
0,0,ARCHLGY 135,0,0
0,0,ARCHLGY 137,0,0
0,0,ARCHLGY 139,0,0
0,0,ARCHLGY 139A,0,0
0,0,ARCHLGY 140,0,0
0,0,ARCHLGY 142,0,0
0,0,ARCHLGY 143,0,0
0,0,ARCHLGY 145,8,0
0,0,ARCHLGY 148,0,0
87,0,ARCHLGY 151,0,0
0,0,ARCHLGY 153,0,0
0,0,ARCHLGY 164,0,0
0,1,ARCHLGY 169,0,0
1,0,ARCHLGY 190,0,0
0,0,ARCHLGY 195,1,0
0,1,ARCHLGY 199,1,0
0,0,ARCHLGY 200,0,0
0,0,ARCHLGY 202,3,0
0,0,ARCHLGY 222,0,0
3,0,ARCHLGY 224,0,0
0,4,ARCHLGY 226,0,0
0,0,ARCHLGY 227,0,0
0,0,ARCHLGY 232,0,0
0,0,ARCHLGY 234,0,0
0,1,ARCHLGY 235,0,0
0,0,ARCHLGY 239,0,0
0,2,ARCHLGY 240,0,0
0,0,ARCHLGY 242,0,0
0,0,ARCHLGY 248,0,0
0,0,ARCHLGY 270,0,0
0,4,ARCHLGY 299,3,0
0,0,ARCHLGY 304C,0,0
0,0,ARCHLGY 306A,0,0
0,0,ARCHLGY 319,0,0
0,0,ARCHLGY 327,0,0
0,0,ARCHLGY 332,0,0
0,0,ARCHLGY 335,0,0
0,0,ARCHLGY 342,0,0
0,1,ARCHLGY 353,0,0
0,0,ARCHLGY 367,1,0
0,0,ARCHLGY 371,0,0
0,0,ARTHIST 1A,36,0
178,0,ARTHIST 1B,0,0
0,0,ARTHIST 2,0,0
0,27,ARTHIST 3,0,0
0,0,ARTHIST 10SC,0,0
0,0,ARTHIST 80N,0,0
0,0,ARTHIST 99A,11,0
0,4,ARTHIST 100N,0,0
5,0,ARTHIST 101,0,0
0,0,ARTHIST 102,3,0
0,0,ARTHIST 105,0,0
0,20,ARTHIST 105B,0,0
0,0,ARTHIST 106,0,0
0,0,ARTHIST 106B,0,0
0,0,ARTHIST 107A,0,0
0,0,ARTHIST 108,0,0
0,0,ARTHIST 109,10,0
0,0,ARTHIST 109D,0,0
5,0,ARTHIST 111,0,0
0,0,ARTHIST 114,0,0
0,0,ARTHIST 117,0,0
0,0,ARTHIST 118,0,0
0,1,ARTHIST 118N,0,0
0,0,ARTHIST 120,7,0
0,0,ARTHIST 121,0,0
0,0,ARTHIST 122,0,0
0,0,ARTHIST 123N,0,0
0,0,ARTHIST 124,0,0
0,0,ARTHIST 126,0,0
0,0,ARTHIST 127A,0,0
0,0,ARTHIST 132,0,0
0,0,ARTHIST 140N,0,0
15,0,ARTHIST 142,0,0
0,0,ARTHIST 142A,0,0
0,0,ARTHIST 143A,0,0
10,0,ARTHIST 144,0,0
0,0,ARTHIST 145,0,0
0,0,ARTHIST 146X,0,0
0,38,ARTHIST 147,0,0
0,0,ARTHIST 148,0,0
0,0,ARTHIST 149S,0,0
0,12,ARTHIST 152,0,0
0,0,ARTHIST 154,15,0
0,150,ARTHIST 155C,0,0
0,0,ARTHIST 156,0,0
0,0,ARTHIST 156N,9,0
0,0,ARTHIST 157A,0,0
0,0,ARTHIST 159,0,0
44,0,ARTHIST 160,0,0
0,0,ARTHIST 162,0,0
0,0,ARTHIST 164A,25,0
0,0,ARTHIST 165A,0,0
0,58,ARTHIST 166,0,0
0,0,ARTHIST 167,0,0
0,0,ARTHIST 173,0,0
0,0,ARTHIST 176,0,0
0,0,ARTHIST 178,0,0
0,0,ARTHIST 184,0,0
1,0,ARTHIST 186,0,0
0,0,ARTHIST 187,0,0
0,0,ARTHIST 188A,0,0
0,0,ARTHIST 188B,7,0
0,3,ARTHIST 189C,0,0
0,0,ARTHIST 192B,3,0
0,0,ARTHIST 200M,0,0
1,0,ARTHIST 203,0,0
3,0,ARTHIST 205,0,0
0,0,ARTHIST 205A,0,0
0,0,ARTHIST 206H,0,0
0,0,ARTHIST 207C,6,0
0,0,ARTHIST 208,0,0
0,0,ARTHIST 208B,0,0
0,0,ARTHIST 208C,0,0
0,0,ARTHIST 209,0,0
0,1,ARTHIST 209C,0,0
0,3,ARTHIST 212,0,0
0,0,ARTHIST 213,0,0
0,0,ARTHIST 214,0,0
3,0,ARTHIST 217B,0,0
0,4,ARTHIST 225,0,0
0,0,ARTHIST 229D,0,0
0,0,ARTHIST 243C,1,0
0,0,ARTHIST 244,0,0
0,0,ARTHIST 245,0,0
0,0,ARTHIST 246A,0,0
0,6,ARTHIST 246B,0,0
0,0,ARTHIST 248B,0,0
0,0,ARTHIST 255,0,0
0,0,ARTHIST 262,0,0
0,0,ARTHIST 263B,0,0
0,0,ARTHIST 264A,0,0
0,0,ARTHIST 269A,0,0
0,0,ARTHIST 278,12,0
0,3,ARTHIST 284B,0,0
0,0,ARTHIST 287,0,0
0,5,ARTHIST 287A,0,0
0,0,ARTHIST 288B,0,0
0,0,ARTHIST 289A,1,0
3,0,ARTHIST 294,0,0
1,0,ARTHIST 295,1,0
8,0,ARTHIST 296,0,0
1,1,ARTHIST 297,1,0
2,5,ARTHIST 298,0,0
0,0,ARTHIST 302,0,0
0,0,ARTHIST 305,0,0
0,0,ARTHIST 306,0,0
0,0,ARTHIST 306B,0,0
0,0,ARTHIST 308,0,0
0,0,ARTHIST 309,1,0
0,0,ARTHIST 309,0,0
0,0,ARTHIST 309D,0,0
0,0,ARTHIST 311,0,0
0,0,ARTHIST 314,0,0
0,0,ARTHIST 317,0,0
0,0,ARTHIST 318,0,0
0,0,ARTHIST 320,1,0
0,0,ARTHIST 321,0,0
0,0,ARTHIST 322,0,0
0,0,ARTHIST 324,0,0
0,0,ARTHIST 326,0,0
0,0,ARTHIST 332,0,0
0,0,ARTHIST 342A,0,0
0,0,ARTHIST 343A,0,0
0,0,ARTHIST 345,0,0
0,3,ARTHIST 347,0,0
0,0,ARTHIST 354,5,0
0,0,ARTHIST 356,0,0
0,0,ARTHIST 357A,0,0
0,0,ARTHIST 359,0,0
0,0,ARTHIST 362,0,0
0,0,ARTHIST 364A,4,0
0,0,ARTHIST 365A,0,0
0,0,ARTHIST 367,0,0
0,0,ARTHIST 373,0,0
0,0,ARTHIST 376,0,0
0,0,ARTHIST 378,0,0
0,0,ARTHIST 384,0,0
2,0,ARTHIST 386,0,0
0,0,ARTHIST 387,0,0
0,0,ARTHIST 388A,0,0
0,3,ARTHIST 389C,0,0
0,0,ARTHIST 400M,0,0
0,0,ARTHIST 405,0,0
0,5,ARTHIST 405A,0,0
0,0,ARTHIST 407C,3,0
0,0,ARTHIST 408C,0,0
0,1,ARTHIST 409,0,0
0,0,ARTHIST 411,0,0
0,0,ARTHIST 413,0,0
0,0,ARTHIST 415,2,0
4,0,ARTHIST 416,0,0
0,0,ARTHIST 417B,0,0
0,2,ARTHIST 422,0,0
0,0,ARTHIST 423,0,0
0,0,ARTHIST 426,0,0
0,0,ARTHIST 432,0,0
0,0,ARTHIST 440A,0,0
0,0,ARTHIST 442,0,0
0,0,ARTHIST 445,0,0
0,0,ARTHIST 447,0,0
0,0,ARTHIST 453,0,0
0,5,ARTHIST 454,0,0
6,0,ARTHIST 457,0,0
0,0,ARTHIST 458,0,0
0,0,ARTHIST 461,0,0
13,0,ARTHIST 462,0,0
0,0,ARTHIST 463,0,0
0,0,ARTHIST 465,0,0
0,0,ARTHIST 470,0,0
0,5,ARTHIST 472,0,0
0,0,ARTHIST 478,5,0
0,0,ARTHIST 485,0,0
0,0,ARTHIST 485A,0,0
